id_congestion,fecha,hora,distrito,avenida_via,condicion_clima,tipo_evento,vehiculo_predominante,velocidad_promedio,flujo_vehicular,congestion_score,tiempo_viaje
253,2026-06-02,2,Los Olivos,Av. Universitaria,Llovizna,Ninguno,Moto,59.16,390,48.12,119
254,2026-01-05,23,Independencia,Av. Universitaria,Niebla,Manifestacion,Bus,75.22,301,33.11,31
255,2026-05-18,10,Comas,Av. Universitaria,Despejado,Obras Civiles,Moto,77.08,135,74.65,62
256,2026-09-28,10,San Martin de Porres,Av. Universitaria,Niebla,Accidente,Bus,32.11,402,65.14,103
257,2026-05-08,3,San Martin de Porres,Av. Universitaria,Niebla,Ninguno,Camion,65.58,476,42.74,57
258,2026-02-27,16,San Martin de Porres,Av. Universitaria,Niebla,Manifestacion,Moto,31.55,312,74.22,45
259,2026-07-04,21,Carabayllo,Av. Universitaria,Despejado,Ninguno,Moto,78.04,230,37.68,48
260,2026-11-09,3,Los Olivos,Av. Universitaria,Despejado,Obras Civiles,Moto,52.23,367,26.64,43
261,2026-03-26,20,Independencia,Av. Universitaria,Niebla,Ninguno,Moto,65.85,216,35.77,8
262,2026-06-01,6,Comas,Av. Universitaria,Despejado,Obras Civiles,Moto,11.71,489,28.11,90
263,2027-02-24,4,San Martin de Porres,Av. Universitaria,Despejado,Obras Civiles,Moto,22.82,444,35.53,114
264,2027-03-10,7,Comas,Av. Universitaria,Niebla,Ninguno,Moto,67.35,200,86.0,24
265,2026-11-03,8,Comas,Av. Universitaria,Despejado,Ninguno,Bus,21.96,470,97.26,40
266,2027-04-17,2,Los Olivos,Av. Universitaria,Niebla,Obras Civiles,Moto,46.33,470,26.25,114
267,2027-02-23,5,Carabayllo,Av. Universitaria,Niebla,Accidente,Moto,24.82,253,39.87,8
268,2026-02-27,9,Independencia,Av. Universitaria,Despejado,Accidente,Camion,65.75,214,83.86,103
269,2027-04-11,2,San Martin de Porres,Av. Universitaria,Despejado,Accidente,Particular,46.53,273,29.48,73
270,2026-11-29,5,San Martin de Porres,Av. Universitaria,Niebla,Accidente,Camion,18.27,194,39.66,43
271,2026-08-19,10,Puente Piedra,Av. Universitaria,Despejado,Ninguno,Moto,54.53,246,70.88,76
272,2026-03-04,13,San Martin de Porres,Av. Universitaria,Despejado,Ninguno,Moto,54.75,292,63.5,89
273,2027-01-07,17,San Martin de Porres,Av. Universitaria,Llovizna,Accidente,Moto,68.35,423,82.16,93
274,2026-09-03,20,Carabayllo,Av. Universitaria,Despejado,Accidente,Camion,31.33,137,42.46,60
275,2026-02-08,8,San Martin de Porres,Av. Universitaria,Niebla,Ninguno,Particular,61.96,207,91.41,83
276,2026-03-18,10,San Martin de Porres,Av. Universitaria,Despejado,Obras Civiles,Particular,66.0,437,56.97,21
277,2026-04-15,0,San Martin de Porres,Av. Universitaria,Niebla,Accidente,Bus,18.06,447,33.43,111
278,2026-06-23,14,Carabayllo,Av. Universitaria,Niebla,Ninguno,Bus,64.16,187,74.08,106
279,2026-01-25,12,Carabayllo,Av. Universitaria,Niebla,Obras Civiles,Moto,10.94,233,72.06,14
280,2027-03-03,7,Independencia,Av. Universitaria,Niebla,Ninguno,Bus,39.78,261,95.69,73
281,2026-10-06,4,Los Olivos,Av. Universitaria,Despejado,Ninguno,Bus,51.07,149,43.56,59
282,2027-03-09,9,Los Olivos,Av. Universitaria,Despejado,Accidente,Camion,52.6,467,80.76,72
283,2026-06-11,9,San Martin de Porres,Av. Universitaria,Llovizna,Obras Civiles,Moto,60.23,106,90.78,48
284,2026-07-26,12,Comas,Av. Universitaria,Niebla,Ninguno,Camion,68.18,524,54.06,91
285,2026-03-24,23,Los Olivos,Av. Universitaria,Llovizna,Ninguno,Moto,32.2,115,33.22,105
286,2027-04-12,15,San Martin de Porres,Av. Universitaria,Niebla,Manifestacion,Particular,37.54,413,54.88,54
287,2026-08-21,3,Los Olivos,Av. Universitaria,Despejado,Ninguno,Particular,23.48,224,20.93,69
288,2026-08-12,20,San Martin de Porres,Av. Universitaria,Niebla,Ninguno,Bus,33.32,226,34.09,69
289,2027-02-14,13,San Martin de Porres,Av. Universitaria,Niebla,Accidente,Moto,27.54,138,72.04,34
290,2026-04-12,12,Comas,Av. Universitaria,Niebla,Obras Civiles,Bus,64.5,395,58.38,23
291,2027-04-11,10,Los Olivos,Av. Universitaria,Niebla,Manifestacion,Camion,64.36,386,72.73,108
292,2026-05-15,13,Independencia,Av. Universitaria,Despejado,Obras Civiles,Camion,38.1,53,59.41,80
293,2026-01-05,19,Comas,Av. Universitaria,Despejado,Obras Civiles,Moto,62.5,365,81.47,87
294,2026-07-30,13,San Martin de Porres,Av. Universitaria,Niebla,Accidente,Moto,78.31,450,61.53,13
295,2026-10-05,19,San Martin de Porres,Av. Universitaria,Llovizna,Accidente,Particular,57.1,191,79.94,89
296,2026-10-05,22,San Martin de Porres,Av. Universitaria,Niebla,Ninguno,Particular,64.65,448,48.96,105
297,2026-10-04,19,Carabayllo,Av. Universitaria,Despejado,Accidente,Moto,75.46,491,90.57,36
298,2026-05-05,10,San Martin de Porres,Av. Universitaria,Despejado,Ninguno,Moto,52.33,170,62.47,11
299,2026-05-05,9,Puente Piedra,Av. Universitaria,Niebla,Ninguno,Particular,53.96,122,93.3,57
300,2026-08-26,4,San Martin de Porres,Av. Universitaria,Llovizna,Ninguno,Bus,17.94,331,44.42,64
301,2026-07-18,21,San Martin de Porres,Av. Universitaria,Llovizna,Ninguno,Particular,31.48,230,42.71,114
302,2026-05-21,21,Puente Piedra,Av. Universitaria,Despejado,Obras Civiles,Bus,48.86,239,32.27,83
303,2027-03-23,8,San Martin de Porres,Av. Universitaria,Niebla,Ninguno,Particular,13.67,83,99.98,43
304,2026-01-18,15,Los Olivos,Av. Universitaria,Despejado,Ninguno,Particular,31.87,368,58.06,82
305,2026-02-05,22,San Martin de Porres,Av. Universitaria,Llovizna,Ninguno,Bus,33.37,501,46.67,14
306,2026-02-10,14,Los Olivos,Av. Universitaria,Llovizna,Ninguno,Moto,24.34,163,68.66,86
307,2026-12-04,10,San Martin de Porres,Av. Universitaria,Despejado,Ninguno,Particular,35.94,439,57.96,74
308,2026-10-11,13,Los Olivos,Av. Universitaria,Despejado,Accidente,Moto,72.88,52,55.66,73
309,2027-02-17,20,Puente Piedra,Av. Universitaria,Niebla,Ninguno,Bus,36.39,169,47.35,115
310,2026-11-04,23,Comas,Av. Universitaria,Niebla,Ninguno,Moto,42.2,144,29.25,82
311,2026-05-23,20,Los Olivos,Av. Universitaria,Niebla,Accidente,Particular,50.66,94,48.32,63
312,2027-03-26,15,Carabayllo,Av. Universitaria,Niebla,Manifestacion,Particular,10.78,91,62.48,82
313,2026-10-09,18,San Martin de Porres,Av. Universitaria,Niebla,Ninguno,Particular,50.9,496,95.15,11
314,2027-02-12,13,San Martin de Porres,Av. Universitaria,Despejado,Ninguno,Moto,64.66,158,71.17,10
315,2026-02-03,3,San Martin de Porres,Av. Universitaria,Llovizna,Ninguno,Moto,21.6,388,26.09,102
316,2027-01-15,3,Puente Piedra,Av. Universitaria,Llovizna,Ninguno,Camion,40.53,517,28.85,16
317,2026-12-26,2,Puente Piedra,Av. Universitaria,Niebla,Manifestacion,Moto,62.0,440,33.72,90
318,2026-02-15,12,Comas,Av. Universitaria,Niebla,Ninguno,Bus,32.38,368,56.85,12
319,2026-06-24,20,Independencia,Av. Universitaria,Niebla,Obras Civiles,Particular,17.25,266,43.02,85
320,2027-03-20,10,Los Olivos,Av. Universitaria,Despejado,Obras Civiles,Camion,25.95,107,55.53,54
321,2027-02-28,17,Independencia,Av. Universitaria,Despejado,Ninguno,Moto,35.03,255,80.12,46
322,2027-01-20,9,San Martin de Porres,Av. Universitaria,Despejado,Accidente,Particular,54.75,61,77.97,62
323,2027-01-14,9,San Martin de Porres,Av. Universitaria,Niebla,Accidente,Particular,59.75,87,93.38,74
324,2026-11-03,1,Los Olivos,Av. Universitaria,Despejado,Obras Civiles,Bus,13.9,401,40.77,25
325,2027-02-24,16,Puente Piedra,Av. Universitaria,Niebla,Ninguno,Bus,41.94,464,58.8,117
326,2026-06-12,1,Independencia,Av. Universitaria,Niebla,Ninguno,Bus,74.83,384,23.72,113
327,2026-06-30,15,San Martin de Porres,Av. Universitaria,Llovizna,Ninguno,Camion,20.15,200,72.63,95
328,2026-03-31,1,San Martin de Porres,Av. Universitaria,Despejado,Ninguno,Moto,51.39,524,21.53,104
329,2026-03-21,1,Puente Piedra,Av. Universitaria,Llovizna,Ninguno,Moto,13.23,437,35.75,109
330,2026-12-02,22,San Martin de Porres,Av. Universitaria,Llovizna,Accidente,Bus,44.88,109,40.78,67
331,2026-04-29,15,San Martin de Porres,Av. Universitaria,Despejado,Ninguno,Particular,39.82,83,59.25,74
332,2026-10-07,12,Comas,Av. Universitaria,Niebla,Accidente,Bus,54.41,459,55.38,86
333,2026-11-05,6,Puente Piedra,Av. Universitaria,Despejado,Accidente,Bus,36.11,233,41.01,26
334,2026-01-10,21,Los Olivos,Av. Universitaria,Niebla,Ninguno,Moto,54.51,202,23.8,31
335,2027-04-01,14,Los Olivos,Av. Universitaria,Niebla,Manifestacion,Moto,13.15,221,53.29,35
336,2026-01-22,19,San Martin de Porres,Av. Universitaria,Niebla,Ninguno,Particular,72.06,192,76.88,95
337,2026-07-30,10,Independencia,Av. Universitaria,Niebla,Ninguno,Bus,31.18,253,70.39,120
338,2026-01-07,20,Independencia,Av. Universitaria,Despejado,Ninguno,Moto,72.67,166,34.29,39
339,2027-03-31,18,Los Olivos,Av. Universitaria,Despejado,Accidente,Moto,22.08,276,83.57,101
340,2026-06-05,17,Comas,Av. Universitaria,Niebla,Ninguno,Moto,28.6,111,84.69,16
341,2026-05-18,18,San Martin de Porres,Av. Universitaria,Despejado,Ninguno,Moto,62.71,283,92.69,93
342,2026-11-15,12,Comas,Av. Universitaria,Despejado,Accidente,Moto,78.57,249,55.59,76
343,2026-09-24,23,Independencia,Av. Universitaria,Niebla,Accidente,Particular,73.72,470,36.19,18
344,2027-03-13,22,San Martin de Porres,Av. Universitaria,Niebla,Accidente,Particular,39.01,307,23.47,110
345,2027-04-22,20,Comas,Av. Universitaria,Niebla,Ninguno,Moto,36.53,479,43.38,68
346,2026-05-09,20,Independencia,Av. Universitaria,Despejado,Accidente,Particular,60.71,252,42.8,110
347,2026-10-07,0,Carabayllo,Av. Universitaria,Niebla,Manifestacion,Camion,59.34,537,37.06,46
348,2026-04-15,1,Los Olivos,Av. Universitaria,Niebla,Obras Civiles,Particular,72.83,530,30.77,115
349,2027-04-01,22,Carabayllo,Av. Universitaria,Despejado,Ninguno,Moto,71.99,171,26.65,121
350,2027-01-21,17,Independencia,Av. Universitaria,Niebla,Ninguno,Moto,55.56,441,88.41,44
351,2026-01-27,7,Independencia,Av. Universitaria,Niebla,Ninguno,Moto,36.21,179,82.53,86
352,2026-05-30,0,Independencia,Av. Universitaria,Despejado,Ninguno,Particular,58.85,331,30.02,37
353,2026-12-12,3,Los Olivos,Av. Universitaria,Llovizna,Manifestacion,Camion,43.02,341,42.53,75
354,2026-07-25,14,Los Olivos,Av. Universitaria,Despejado,Manifestacion,Bus,15.9,348,50.98,115
355,2026-02-09,7,San Martin de Porres,Av. Universitaria,Niebla,Ninguno,Moto,63.71,344,83.56,5
356,2026-06-18,19,Puente Piedra,Av. Universitaria,Niebla,Ninguno,Moto,17.15,289,86.03,108
357,2026-07-03,0,San Martin de Porres,Av. Universitaria,Niebla,Ninguno,Moto,26.51,370,40.95,74
358,2026-07-04,16,Puente Piedra,Av. Universitaria,Niebla,Ninguno,Moto,14.04,59,57.35,110
359,2027-01-30,12,Los Olivos,Av. Universitaria,Niebla,Ninguno,Camion,43.08,122,70.96,50
360,2026-05-01,13,San Martin de Porres,Av. Universitaria,Llovizna,Ninguno,Moto,71.92,271,67.02,56
361,2027-01-04,7,Carabayllo,Av. Universitaria,Despejado,Ninguno,Bus,39.34,216,81.63,111
362,2026-12-11,17,San Martin de Porres,Av. Universitaria,Llovizna,Accidente,Particular,59.19,189,92.65,70
363,2027-01-02,18,Independencia,Av. Universitaria,Despejado,Ninguno,Camion,74.34,503,80.77,99
364,2026-08-04,0,Carabayllo,Av. Universitaria,Llovizna,Manifestacion,Moto,78.22,427,47.51,103
365,2027-03-28,7,Puente Piedra,Av. Universitaria,Niebla,Obras Civiles,Camion,42.03,444,78.72,38
366,2026-12-02,9,San Martin de Porres,Av. Universitaria,Despejado,Manifestacion,Moto,48.01,544,88.8,5
367,2026-07-11,21,San Martin de Porres,Av. Universitaria,Niebla,Ninguno,Particular,11.76,210,34.29,80
368,2027-05-06,4,San Martin de Porres,Av. Universitaria,Llovizna,Manifestacion,Bus,41.98,232,44.82,18
369,2026-05-21,5,Independencia,Av. Universitaria,Niebla,Obras Civiles,Particular,44.55,384,43.64,66
370,2026-02-04,19,Independencia,Av. Universitaria,Llovizna,Ninguno,Bus,65.55,460,87.25,10
371,2026-05-13,5,Carabayllo,Av. Universitaria,Despejado,Accidente,Moto,12.94,66,27.02,96
372,2027-03-01,12,San Martin de Porres,Av. Universitaria,Despejado,Accidente,Moto,67.18,516,53.72,33
373,2027-02-28,3,Los Olivos,Av. Universitaria,Llovizna,Ninguno,Particular,73.17,389,28.15,38
374,2026-07-20,3,San Martin de Porres,Av. Universitaria,Despejado,Ninguno,Camion,52.74,443,46.29,45
375,2026-11-02,11,Carabayllo,Av. Universitaria,Niebla,Manifestacion,Camion,52.55,484,58.77,20
376,2026-05-22,1,San Martin de Porres,Av. Universitaria,Despejado,Accidente,Particular,55.44,196,28.78,111
377,2026-02-03,8,Comas,Av. Universitaria,Niebla,Accidente,Bus,20.55,407,75.01,114
378,2027-02-22,9,San Martin de Porres,Av. Universitaria,Llovizna,Ninguno,Moto,76.32,160,99.16,111
379,2027-01-02,5,San Martin de Porres,Av. Universitaria,Niebla,Ninguno,Moto,60.55,299,39.79,117
380,2026-08-06,21,Puente Piedra,Av. Universitaria,Niebla,Ninguno,Particular,30.7,265,30.41,9
381,2026-04-17,5,Independencia,Av. Universitaria,Niebla,Ninguno,Moto,72.89,57,37.51,12
382,2026-11-30,20,Los Olivos,Av. Universitaria,Despejado,Accidente,Particular,48.63,299,44.51,124
383,2026-02-18,7,Comas,Av. Universitaria,Llovizna,Ninguno,Camion,46.29,337,90.78,55
384,2027-02-19,7,Comas,Av. Universitaria,Despejado,Manifestacion,Moto,27.05,116,75.57,52
385,2026-01-07,12,Carabayllo,Av. Universitaria,Llovizna,Ninguno,Bus,75.74,309,68.83,51
386,2026-09-09,19,San Martin de Porres,Av. Universitaria,Despejado,Ninguno,Moto,43.06,546,82.03,76
387,2027-02-06,16,Independencia,Av. Universitaria,Despejado,Accidente,Bus,76.78,145,70.49,55
388,2026-08-18,5,Los Olivos,Av. Universitaria,Despejado,Accidente,Bus,71.86,331,24.67,106
389,2026-10-31,16,Los Olivos,Av. Universitaria,Niebla,Ninguno,Camion,29.12,377,66.77,122
390,2026-10-31,11,San Martin de Porres,Av. Universitaria,Despejado,Obras Civiles,Particular,59.7,159,71.28,54
391,2026-12-24,12,Independencia,Av. Universitaria,Llovizna,Ninguno,Moto,42.58,58,61.68,88
392,2026-04-04,21,San Martin de Porres,Av. Universitaria,Despejado,Manifestacion,Particular,62.09,500,24.3,61
393,2026-07-25,4,Los Olivos,Av. Universitaria,Niebla,Obras Civiles,Bus,43.75,495,32.56,10
394,2026-04-21,14,San Martin de Porres,Av. Universitaria,Despejado,Accidente,Moto,52.31,487,61.28,73
395,2026-07-30,17,Comas,Av. Universitaria,Despejado,Obras Civiles,Camion,16.44,522,95.1,46
396,2027-05-01,8,Puente Piedra,Av. Universitaria,Niebla,Accidente,Camion,24.93,270,77.79,63
397,2026-05-09,2,San Martin de Porres,Av. Universitaria,Despejado,Accidente,Camion,15.47,274,46.76,41
398,2026-09-05,4,Los Olivos,Av. Universitaria,Llovizna,Obras Civiles,Bus,67.54,370,39.92,107
399,2026-03-01,13,San Martin de Porres,Av. Universitaria,Despejado,Accidente,Bus,40.56,355,70.66,90
400,2026-05-05,14,San Martin de Porres,Av. Universitaria,Llovizna,Accidente,Moto,22.64,55,61.78,91
401,2026-04-14,17,San Martin de Porres,Av. Universitaria,Llovizna,Accidente,Particular,26.68,541,81.67,36
402,2026-09-21,7,Comas,Av. Universitaria,Llovizna,Manifestacion,Particular,21.0,138,92.87,48
403,2027-04-09,3,Independencia,Av. Universitaria,Niebla,Ninguno,Particular,31.01,458,43.96,84
404,2026-05-01,19,Los Olivos,Av. Universitaria,Niebla,Ninguno,Moto,52.44,107,94.67,77
405,2026-08-21,22,San Martin de Porres,Av. Universitaria,Niebla,Manifestacion,Moto,22.97,112,32.25,97
406,2026-06-23,16,Los Olivos,Av. Universitaria,Despejado,Ninguno,Moto,37.34,255,71.32,107
407,2026-01-09,17,Puente Piedra,Av. Universitaria,Niebla,Ninguno,Particular,12.48,478,88.19,120
408,2026-12-25,8,San Martin de Porres,Av. Universitaria,Niebla,Manifestacion,Moto,51.86,324,80.92,70
409,2026-07-11,21,San Martin de Porres,Av. Universitaria,Niebla,Ninguno,Moto,24.38,250,31.23,75
410,2026-09-19,19,San Martin de Porres,Av. Universitaria,Despejado,Ninguno,Particular,12.0,241,76.95,122
411,2027-02-11,9,Los Olivos,Av. Universitaria,Niebla,Accidente,Particular,24.72,456,87.09,117
412,2027-01-31,10,Puente Piedra,Av. Universitaria,Despejado,Obras Civiles,Particular,52.9,520,72.87,93
413,2026-08-12,5,Los Olivos,Av. Universitaria,Llovizna,Manifestacion,Moto,60.25,511,40.67,76
414,2027-03-01,16,Comas,Av. Universitaria,Niebla,Ninguno,Moto,14.29,434,51.7,81
415,2026-01-09,1,Carabayllo,Av. Universitaria,Despejado,Ninguno,Camion,41.66,497,41.83,38
416,2026-10-22,5,San Martin de Porres,Av. Universitaria,Llovizna,Obras Civiles,Camion,17.31,74,42.87,91
417,2026-07-04,11,Comas,Av. Universitaria,Niebla,Accidente,Camion,17.04,162,60.21,92
418,2026-03-31,19,Carabayllo,Av. Universitaria,Llovizna,Manifestacion,Bus,19.91,389,92.42,122
419,2027-03-27,20,Comas,Av. Universitaria,Niebla,Ninguno,Moto,20.62,532,21.7,121
420,2026-12-24,23,San Martin de Porres,Av. Universitaria,Niebla,Ninguno,Moto,19.82,51,39.48,54
421,2026-10-10,8,San Martin de Porres,Av. Universitaria,Llovizna,Ninguno,Moto,22.56,529,83.76,58
422,2026-12-25,15,San Martin de Porres,Av. Universitaria,Niebla,Accidente,Moto,54.3,131,72.1,79
423,2027-03-07,1,Comas,Av. Universitaria,Niebla,Ninguno,Moto,47.04,314,31.78,76
424,2027-04-29,12,Independencia,Av. Universitaria,Niebla,Ninguno,Particular,53.17,57,74.16,18
425,2026-07-03,13,Los Olivos,Av. Universitaria,Niebla,Accidente,Camion,67.21,547,51.96,28
426,2027-04-19,0,Comas,Av. Universitaria,Niebla,Accidente,Bus,57.87,505,33.23,32
427,2026-11-30,10,Puente Piedra,Av. Universitaria,Niebla,Manifestacion,Moto,64.92,393,51.96,97
428,2026-06-25,14,Comas,Av. Universitaria,Niebla,Accidente,Camion,52.54,339,51.69,117
429,2027-05-15,13,Puente Piedra,Av. Universitaria,Niebla,Manifestacion,Camion,39.2,260,60.25,116
430,2026-07-10,0,Comas,Av. Universitaria,Niebla,Obras Civiles,Bus,59.53,99,41.83,34
431,2026-10-03,17,San Martin de Porres,Av. Universitaria,Llovizna,Ninguno,Moto,16.27,151,94.51,123
432,2026-04-13,1,Puente Piedra,Av. Universitaria,Llovizna,Accidente,Moto,21.23,496,45.2,21
433,2026-04-09,23,Puente Piedra,Av. Universitaria,Despejado,Ninguno,Moto,46.78,226,33.72,44
434,2027-01-05,19,Los Olivos,Av. Universitaria,Niebla,Manifestacion,Moto,39.64,507,84.6,67
435,2026-02-24,9,Comas,Av. Universitaria,Niebla,Ninguno,Particular,76.1,405,84.25,62
436,2026-03-07,2,Los Olivos,Av. Universitaria,Despejado,Obras Civiles,Particular,76.13,289,30.76,95
437,2026-06-24,17,Comas,Av. Universitaria,Niebla,Manifestacion,Moto,76.11,425,79.96,36
438,2026-01-21,14,Independencia,Av. Universitaria,Niebla,Ninguno,Moto,63.81,324,70.21,68
439,2026-02-07,21,San Martin de Porres,Av. Universitaria,Niebla,Obras Civiles,Bus,30.63,119,30.08,53
440,2026-03-06,5,Carabayllo,Av. Universitaria,Llovizna,Accidente,Moto,64.72,439,28.16,113
441,2026-04-11,19,Los Olivos,Av. Universitaria,Despejado,Accidente,Particular,53.12,292,87.73,74
442,2026-01-07,22,Independencia,Av. Universitaria,Niebla,Ninguno,Bus,79.83,389,42.45,44
443,2026-02-20,10,Carabayllo,Av. Universitaria,Niebla,Accidente,Particular,72.07,418,71.27,113
444,2026-09-27,16,San Martin de Porres,Av. Universitaria,Despejado,Accidente,Moto,53.1,53,63.02,77
445,2026-12-27,22,Independencia,Av. Universitaria,Despejado,Accidente,Camion,68.3,494,35.7,68
446,2026-01-27,5,Los Olivos,Av. Universitaria,Niebla,Manifestacion,Particular,76.88,280,21.41,56
447,2026-08-29,16,San Martin de Porres,Av. Universitaria,Despejado,Ninguno,Moto,58.22,536,52.39,28
448,2026-11-03,5,San Martin de Porres,Av. Universitaria,Niebla,Accidente,Moto,31.79,497,26.05,89
449,2027-01-17,18,Carabayllo,Av. Universitaria,Despejado,Ninguno,Camion,45.72,431,85.86,45
450,2026-02-09,5,San Martin de Porres,Av. Universitaria,Despejado,Accidente,Particular,34.09,424,49.01,54
451,2027-01-30,0,San Martin de Porres,Av. Universitaria,Llovizna,Accidente,Moto,30.78,474,34.99,58
452,2026-04-02,2,Comas,Av. Universitaria,Despejado,Obras Civiles,Moto,68.22,57,42.92,50
453,2027-01-20,4,Los Olivos,Av. Universitaria,Despejado,Ninguno,Particular,48.73,430,47.42,120
454,2026-02-22,0,Puente Piedra,Av. Universitaria,Despejado,Manifestacion,Particular,35.76,343,35.62,103
455,2026-01-07,10,Comas,Av. Universitaria,Llovizna,Obras Civiles,Particular,65.28,303,71.7,19
456,2026-02-20,11,San Martin de Porres,Av. Universitaria,Niebla,Obras Civiles,Camion,60.48,409,61.01,69
457,2027-05-13,5,San Martin de Porres,Av. Universitaria,Llovizna,Accidente,Camion,67.79,511,46.21,57
458,2027-04-04,20,Los Olivos,Av. Universitaria,Despejado,Accidente,Moto,31.23,350,32.86,98
459,2026-06-21,21,San Martin de Porres,Av. Universitaria,Despejado,Accidente,Camion,34.26,159,41.99,69
460,2026-04-20,15,Los Olivos,Av. Universitaria,Niebla,Ninguno,Particular,61.02,490,65.14,39
461,2027-05-16,15,Los Olivos,Av. Universitaria,Niebla,Obras Civiles,Particular,79.72,308,52.41,96
462,2026-02-27,7,Carabayllo,Av. Universitaria,Despejado,Ninguno,Bus,49.9,239,87.77,93
463,2026-03-21,18,Comas,Av. Universitaria,Despejado,Ninguno,Camion,63.0,325,84.9,93
464,2026-05-26,18,San Martin de Porres,Av. Universitaria,Despejado,Ninguno,Moto,78.4,332,75.49,93
465,2026-04-12,10,San Martin de Porres,Av. Universitaria,Despejado,Ninguno,Moto,34.67,542,50.64,62
466,2027-01-04,2,Puente Piedra,Av. Universitaria,Niebla,Accidente,Bus,12.83,244,49.09,84
467,2026-03-22,16,Independencia,Av. Universitaria,Llovizna,Manifestacion,Bus,44.53,272,68.42,73
468,2026-09-15,18,Comas,Av. Universitaria,Niebla,Accidente,Moto,34.48,482,89.12,88
469,2027-04-29,1,Independencia,Av. Universitaria,Niebla,Ninguno,Camion,59.5,472,24.62,6
470,2027-01-19,18,San Martin de Porres,Av. Universitaria,Despejado,Ninguno,Camion,11.63,70,99.51,57
471,2026-04-29,16,Puente Piedra,Av. Universitaria,Llovizna,Obras Civiles,Particular,68.1,76,52.4,80
472,2026-08-23,9,Independencia,Av. Universitaria,Niebla,Ninguno,Camion,48.15,202,94.57,119
473,2026-04-06,17,San Martin de Porres,Av. Universitaria,Niebla,Ninguno,Particular,20.66,468,75.25,113
474,2026-05-11,8,Independencia,Av. Universitaria,Niebla,Ninguno,Bus,66.66,154,79.12,60
475,2026-12-30,22,Carabayllo,Av. Universitaria,Despejado,Ninguno,Camion,20.99,96,31.91,56
476,2026-02-07,18,San Martin de Porres,Av. Universitaria,Llovizna,Manifestacion,Particular,43.88,411,97.86,45
477,2026-07-26,15,San Martin de Porres,Av. Universitaria,Niebla,Obras Civiles,Particular,10.54,224,62.78,52
478,2026-05-01,4,Comas,Av. Universitaria,Despejado,Ninguno,Camion,12.46,391,44.59,90
479,2026-10-01,14,San Martin de Porres,Av. Universitaria,Niebla,Ninguno,Moto,68.63,287,68.35,14
480,2026-06-23,19,San Martin de Porres,Av. Universitaria,Niebla,Manifestacion,Moto,12.98,456,80.8,8
481,2026-08-07,13,San Martin de Porres,Av. Universitaria,Despejado,Ninguno,Moto,46.37,535,54.13,76
482,2026-09-09,18,Comas,Av. Universitaria,Despejado,Accidente,Moto,28.41,117,85.74,121
483,2026-09-20,20,Comas,Av. Universitaria,Niebla,Accidente,Particular,41.83,259,46.99,105
484,2026-05-29,15,Independencia,Av. Universitaria,Llovizna,Accidente,Moto,78.67,174,50.18,105
485,2027-04-13,23,Comas,Av. Universitaria,Niebla,Accidente,Moto,52.3,316,26.02,19
486,2027-01-14,18,Los Olivos,Av. Universitaria,Despejado,Accidente,Bus,14.32,335,83.61,114
487,2026-12-30,13,San Martin de Porres,Av. Universitaria,Niebla,Obras Civiles,Moto,24.61,427,69.94,92
488,2026-01-27,8,Los Olivos,Av. Universitaria,Niebla,Manifestacion,Bus,56.56,382,87.71,30
489,2026-05-19,5,San Martin de Porres,Av. Universitaria,Despejado,Obras Civiles,Moto,67.22,492,48.72,53
490,2027-02-07,14,Los Olivos,Av. Universitaria,Llovizna,Manifestacion,Moto,20.0,69,72.14,89
491,2026-04-26,2,San Martin de Porres,Av. Universitaria,Llovizna,Ninguno,Particular,50.65,288,42.81,105
492,2026-03-07,23,Independencia,Av. Universitaria,Despejado,Obras Civiles,Bus,30.95,494,49.15,12
493,2026-11-10,20,Comas,Av. Universitaria,Niebla,Ninguno,Bus,75.47,347,49.22,31
494,2026-06-30,0,Los Olivos,Av. Universitaria,Niebla,Accidente,Moto,57.94,81,34.59,111
495,2027-01-22,2,Comas,Av. Naranjal,Despejado,Manifestacion,Camion,35.91,103,21.86,23
496,2027-05-01,11,San Martin de Porres,Panamericana Norte,Despejado,Ninguno,Particular,19.38,540,71.56,24
497,2027-01-04,5,San Martin de Porres,Av. Túpac Amaru,Despejado,Ninguno,Moto,20.71,411,40.73,50
498,2026-05-28,19,San Martin de Porres,Panamericana Norte,Llovizna,Ninguno,Bus,32.01,105,98.36,31
499,2026-05-31,0,San Martin de Porres,Av. Túpac Amaru,Despejado,Accidente,Moto,37.21,488,29.09,6
500,2027-03-15,17,Puente Piedra,Av. Túpac Amaru,Niebla,Ninguno,Moto,57.08,494,98.41,93
501,2026-12-31,8,Los Olivos,Av. Alfredo Mendiola,Despejado,Accidente,Particular,35.5,180,78.2,25
